web-scraper-order,web-scraper-start-url,link-uhr-detail,link-uhr-detail-href,nexpage,nexpage-href,link-product-detail,link-product-detail-href,name,Size,description,preis
"1561329880-137","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p21616_Trenkle--Eisenbach-30cm--4268-QMT-HZZG.html","","","","","Eisenbach 30cm","Height x Width = 30 x 31cm","Height x Width = 30 x 31cm<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Wooden weights<br>Wooden hands<br>While the music is playing the railway turns around","366,00"
"1561329230-38","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","3","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/3","","https://www.uhren-park.de/product_info.php/info/p8916_Trenkle--Pink-34cm--350-20-Q-PINK.html","Pink 34cm","null","Hight x Wifth = 34 x 24cm<br><br>Solid wood<br>Hand made<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor","150,00"
"1561329361-93","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p18603_Engstler--Schwarzwaldhaus-42cm--46212-QMT.html","","","","","Schwarzwaldhaus 42cm","null","Height x Width = 42 x 35cm<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Dancing figurines<br>Wooden hands","319,00"
"1561329718-124","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p21468_Trenkle--Huehnerfarm-29cm--4271-QM-HZZG.html","","","","","Hühnerfarm 29cm","Height x Width = 29 x 29cm","Height x Width = 29 x 29cm<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Wooden weights<br>Wooden hands","254,00"
"1561329344-85","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p17274_Trenkle--Fuenflaub-Hirsch-33cm--373-QM.html","Fünflaub Hirsch 33cm","null","Height x Width = 33 x 16cm<br><br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Solid wood<br>Hand made<br>Wooden hands","124,00"
"1561329826-131","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p21514_Engstler--Eisenbahn-50cm--48910-QMT.html","","","","","Eisenbahn 50cm","Height x Width = 50 x 51cm","Height x Width = 50 x 51cm<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Wooden weights<br>Wooden hands<br>While the music is playing both railways rotates","482,00"
"1561329580-115","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p20043_Engstler--Waldhaus-20cm--454-Q.html","","","","","Waldhaus 20cm","null","Height x Width = 19 x 20cm<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Waterfall sound and echo in back while cuckoo's call<br>Solid wood<br>Hand made","115,00"
"1561329222-34","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","3","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/3","","https://www.uhren-park.de/product_info.php/info/p6310_Trenkle--Schwarzwaldhaus-22cm--472-QM.html","Schwarzwaldhaus 22cm","null","Hight x Wifth = 22 x 26cm<br><br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor<br>Wooden hands","159,00"
"1561329340-83","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p17276_Trenkle--Tischuhr---Baeren---21cm--4203-QM.html","Tischuhr ''Bären'' 21cm","null","Height x Width = 21 x 21cm<br><br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Black Forest house<br>Solid wood<br>Hand made<br>Handcarved grislies<br>Hand shingeld roof<br>Wooden hands","205,00"
"1561329243-43","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p8964_Engstler--Schwarzwaldhaus-32cm--20563.html","Schwarzwaldhaus 32cm","null","Height x Width = 32 x 27cm<br><br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor","139,00"
"1561329426-105","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p19815_Engstler--Schwarzwaldhaus-34cm--48713-QMT.html","","","","","Schwarzwaldhaus 34cm","null","Height x Width = 34 x 36cm<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Black Forest house<br>Solid wood<br>Hand made<br>Handcarved grislies<br>Hand shingeld roof<br>Dancing figurines<br>Wooden hands<br>To the music the mill wheel is rotating","341,00"
"1561329780-128","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p21496_Trenkle--Petrol-mit-Hirschen-41cm--3058-Q.html","","","","","Petrol mit Hirschen 41cm","Height x Width = 41 x 27cm","Height x Width = 41 x 27cm<br>Front covered with petrol-colored fabric and embroidered deer<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Waterfall sound and echo in back while cuckoo's call<br>Solid wood<br>Wooden weights<br>Wooden hands","206,00"
"1561329348-87","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p17271_Trenkle--Schwarzwaldhaus---Heidi---20cm--4228-QM.html","Schwarzwaldhaus ''Heidi'' 20cm","null","Height x Width = 20 x 19cm<br><br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Black Forest house<br>Solid wood<br>Hand made<br>Wooden hands","144,00"
"1561329863-135","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p21541_Trenkle--Schwarzwaldhaus-42cm--4266-QMT-HZZG.html","","","","","Schwarzwaldhaus 42cm","Height x Width = 42 x 37cm","Height x Width = 42 x 37cm<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Dancing figurines<br>Wooden weights<br>Wooden hands<br>To the music the wanderer is moving his stick and the mill wheel is rotating","478,00"
"1561329378-101","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p18904_Trenkle--Stand---Tischuhr-54cm--386-QMT-HZZG.html","","","","","Stand / Tischuhr 54cm","null","Height x Width = 54 x 31<br>Table clock, also usable to hnag on the wall<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Solid wood<br>Hand made<br>Dancing figurines<br>Wooden weights<br>Wooden hands","468,00"
"1561329096-10","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","3","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/3","","https://www.uhren-park.de/product_info.php/info/p499_Engstler--Ranken-22cm--525-Q.html","Ranken 22cm","null","Height = 8 1/2''<br>Solid wood<br>Hand made<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor<br><br>Decorative carving with leaves. Very traditional carving.","110,00"
"1561329308-68","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p14208_Engstler--Tischuhr-Schwarzwaldhaus-28cm--40310-Q.html","Tischuhr Schwarzwaldhaus 28cm","null","Height x Width = 28 x 23cm<br><br>Black Forest house<br>Solid wood<br>Hand made<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor","142,00"
"1561329370-97","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p18627_Trenkle--Fachwerkhaus-29cm--4237-QM.html","","","","","Fachwerkhaus 29cm","Height x Width = 29 x 24cm","Height x Width = 29 x 24cm<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Wooden hands","175,00"
"1561329056-5","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","3","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/3","","https://www.uhren-park.de/product_info.php/info/p509_Engstler--Schwarzwaldhaus-30cm--427-Q-ENGSTLER.html","Schwarzwaldhaus 30cm","null","Hight x Wifth = 30 x 30cm<br><br>Black Forest house<br>Solid wood<br>Hand made<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor<br><br>Decorative Black Forest House with many carved fir trees an two fawn","190,00"
"1561329128-17","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","3","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/3","","https://www.uhren-park.de/product_info.php/info/p2208_Engstler--Fachwerkhaus-36cm--4965-QMT-HZE-MG.html","Fachwerkhaus 36cm","null","Hight x Wifth = 36 x 31cm<br><br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Dancing figurines<br>While the music is playing the rocking horse is moving<br><br>Quarz mechanism<br>Cuckoo call to each full hour<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor","324,00"
"1561329136-21","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","3","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/3","","https://www.uhren-park.de/product_info.php/info/p2663_Engstler--Schwarzwaldhaus-27cm--492-Q.html","Schwarzwaldhaus 27cm","null","Hight = 27cm<br><br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br><br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor","146,00"
"1561329332-79","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p16856_Engstler--5-Laub-geflammt-25cm--522-22-Q.html","5-Laub geflammt 25cm","null","Height x Width = 25 x 17cm<br><br>Solid wood<br>Hand made<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor","99,00"
"1561329326-76","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p16827_Engstler--Fuenflaub-wei--25cm--522-23-Q.html","Fünflaub weiß 25cm","null","Height x Width = 25 x 17cm<br><br>Solid wood<br>Hand made<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor","107,00"
"1561329232-39","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","3","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/3","","https://www.uhren-park.de/product_info.php/info/p8915_Trenkle--Tischuhr-18cm--487-QM.html","Tischuhr 18cm","null","Table clock (also suitable to hang onto the wall)<br><br>Hight x Width = 18 x 27cm<br><br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor<br>Wooden hands","154,00"
"1561329132-19","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","3","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/3","","https://www.uhren-park.de/product_info.php/info/p2350_Engstler--Schwarzwaldhaus-33cm--4746-QMT-HZE-MG.html","Schwarzwaldhaus 33cm","null","Hight x Wifth = 33 x 35cm<br><br>Black Forest house<br>Solid wood<br>Hand made<br>Handcarved children figurines on a moving seesaw while the music is playing<br>Hand shingeld roof<br>Dancing figurines<br><br>Quarz mechanism<br>Cuckoo call to each full hour<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor<br>Wooden weights<br>Wooden hands","409,00"
"1561329372-98","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p18634_Trenkle--Huehnerdieb-30cm--4238-QM.html","","","","","Hühnerdieb 30cm","Height x Width = 30 x 27cm","Height x Width = 30 x 27cm<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Solid wood<br>Hand made<br>Wooden hands","207,00"
"1561329262-52","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p11642_Engstler--Modern-Style-31cm--522-5-14-Q.html","Modern Style 31cm","Hight x Width = 31 x 17","Hight x Width = 31 x 17<br><br>Solid wood<br>Hand made<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor","108,00"
"1561329374-99","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p18694_Trenkle--Vogelmotiv-40cm--383-QMT.html","","","","","Vogelmotiv 40cm","null","Height x Width = 40 x 24cm<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Solid wood<br>Hand made<br>Dancing figurines<br>Wooden hands","209,00"
"1561329300-64","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p14152_Engstler--Schwarzwaldhaus-39cm--483-Q.html","Schwarzwaldhaus 39cm","null","Height x Width = 39 x 35cm<br><br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor","220,00"
"1561329250-46","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p9042_Trenkle--Geflammt-35cm--374-QM-HZZG.html","Geflammt 35cm","null","Hight x Wifth = 35 x 24cm<br><br>Solid wood<br>Hand made<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor<br>Wooden weights<br>Wooden hands","146,00"
"1561329734-125","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p21481_Trenkle--Schweinbauer-27cm--4269-QM-HZZG.html","","","","","Schweinbauer 27cm","Height x Width = 27 x 27cm","Height x Width = 27 x 27cm<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Wooden weights<br>Wooden hands","238,00"
"1561329764-127","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p21486_Trenkle--Im-Schwarzwald-daheim-41cm--G3006-Q.html","","","","","Im Schwarzwald daheim 41cm","Height x Width = 41 x 27cm","Height x Width = 41 x 27cm<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Waterfall sound and echo in back while cuckoo's call<br>Wooden weights","199,00"
"1561329359-92","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p18602_Engstler--Schwarzwaldhaus-33cm--4671-QMT.html","","","","","Schwarzwaldhaus 33cm","null","Height x Width = 33 x 31cm<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Dancing figurines<br>Wooden hands<br>To the music the wood chopper is moving his arm and the mill wheel is rotating","296,00"
"1561329025-3","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","3","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/3","","https://www.uhren-park.de/product_info.php/info/p558_Engstler--Dreivogel-39cm--632-QMT.html","Dreivogel 39cm","null","Height = 15,25''<br>Solid wood<br>Hand made<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor<br><br>Three hand-carved birds decorate this classic wood-carving. This motif was one of the very first ones, when the cuckoo clock was invented in 1738. While music is playing, the dancers are turning onto the balkonee.","191,00"
"1561329173-26","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","3","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/3","","https://www.uhren-park.de/product_info.php/info/p3703_Engstler--Schwarzwaldhaus-35cm--4775-QMT-HZE-MG.html","Schwarzwaldhaus 35cm","null","Hight x Wifth = 35 x 31cm<br><br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Dancing figurines<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Music work with 12 melodies<br><br>While the music is playing the rocking horse is moving<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor<br>Wooden hands","343,00"
"1561329040-4","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","3","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/3","","https://www.uhren-park.de/product_info.php/info/p503_Engstler--Modern-Style-42cm--532-5-13-Q.html","Modern Style 42cm","null","Height = 17''<br>Solid wood<br>Hand made<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor<br><br>Silver laquered carving and black coloured case. Quartz mechanism with cuckoo call every full hour. Automatic night time shut off with light sensor.","137,00"
